2022-09-05 05:47:36.607  INFO DESKTOP-DBLHPRP --- [kground-preinit] o.h.v.i.u.Version                        : HV000001: Hibernate Validator 6.2.3.Final
2022-09-05 05:47:39.398  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:47:39.398  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : sequence "user_seq" does not exist, skipping
2022-09-05 05:47:39.571  INFO DESKTOP-DBLHPRP --- [           main] o.h.e.t.j.p.i.JtaPlatformInitiator       : HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2022-09-05 05:47:39.578  INFO DESKTOP-DBLHPRP --- [           main] j.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
2022-09-05 05:47:41.271  WARN DESKTOP-DBLHPRP --- [           main] JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2022-09-05 05:47:42.074  INFO DESKTOP-DBLHPRP --- [           main] o.s.s.w.DefaultSecurityFilterChain       : Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@6a2d0a19, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5702e6f3, org.springframework.security.web.context.SecurityContextPersistenceFilter@4795876e, org.springframework.security.web.header.HeaderWriterFilter@6a5a99d9, org.springframework.web.filter.CorsFilter@5687e92d, org.springframework.security.web.authentication.logout.LogoutFilter@74fd5fb0, kg.airbnb.airbnb.security.TokenVerifierFilter@4c6fabba, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@56897de0, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@40874f54, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2eef43f5, org.springframework.security.web.session.SessionManagementFilter@138110f8, org.springframework.security.web.access.ExceptionTranslationFilter@79392584, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@59456e1]
2022-09-05 05:47:42.545  INFO DESKTOP-DBLHPRP --- [           main] o.a.c.h.Http11NioProtocol                : Starting ProtocolHandler ["http-nio-9797"]
2022-09-05 05:47:42.562  INFO DESKTOP-DBLHPRP --- [           main] o.s.b.w.e.t.TomcatWebServer              : Tomcat started on port(s): 9797 (http) with context path ''
2022-09-05 05:47:42.625  INFO DESKTOP-DBLHPRP --- [           main] k.a.a.AirbnbApplication                  : Started AirbnbApplication in 6.43 seconds (JVM running for 7.844)
2022-09-05 05:50:43.204  INFO DESKTOP-DBLHPRP --- [ionShutdownHook] j.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2022-09-05 05:50:43.205  INFO DESKTOP-DBLHPRP --- [ionShutdownHook] .SchemaDropperImpl$DelayedDropActionImpl : HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
2022-09-05 05:50:43.258  INFO DESKTOP-DBLHPRP --- [ionShutdownHook] c.z.h.HikariDataSource                   : HikariPool-1 - Shutdown initiated...
2022-09-05 05:50:43.261  INFO DESKTOP-DBLHPRP --- [ionShutdownHook] c.z.h.HikariDataSource                   : HikariPool-1 - Shutdown completed.
2022-09-05 05:50:51.466  INFO DESKTOP-DBLHPRP --- [kground-preinit] o.h.v.i.u.Version                        : HV000001: Hibernate Validator 6.2.3.Final
2022-09-05 05:50:51.493  INFO DESKTOP-DBLHPRP --- [           main] k.a.a.AirbnbApplication                  : Starting AirbnbApplication using Java 17.0.2 on DESKTOP-DBLHPRP with PID 4556 (C:\Users\abdullah\IdeaProjects\airbnb\m\target\classes started by Muhammed in C:\Users\abdullah\IdeaProjects\airbnb\m)
2022-09-05 05:50:51.497  INFO DESKTOP-DBLHPRP --- [           main] k.a.a.AirbnbApplication                  : The following 1 profile is active: "mukhammed"
2022-09-05 05:50:52.223  INFO DESKTOP-DBLHPRP --- [           main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2022-09-05 05:50:52.308  INFO DESKTOP-DBLHPRP --- [           main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 79 ms. Found 6 JPA repository interfaces.
2022-09-05 05:50:52.458  INFO DESKTOP-DBLHPRP --- [           main] o.s.c.c.s.GenericScope                   : BeanFactory id=f4e6c193-30cb-36be-a51e-cc7384132e72
2022-09-05 05:50:52.786  INFO DESKTOP-DBLHPRP --- [           main] o.s.b.w.e.t.TomcatWebServer              : Tomcat initialized with port(s): 9797 (http)
2022-09-05 05:50:52.794  INFO DESKTOP-DBLHPRP --- [           main] o.a.c.h.Http11NioProtocol                : Initializing ProtocolHandler ["http-nio-9797"]
2022-09-05 05:50:52.795  INFO DESKTOP-DBLHPRP --- [           main] o.a.c.c.StandardService                  : Starting service [Tomcat]
2022-09-05 05:50:52.796  INFO DESKTOP-DBLHPRP --- [           main] o.a.c.c.StandardEngine                   : Starting Servlet engine: [Apache Tomcat/9.0.64]
2022-09-05 05:50:52.927  INFO DESKTOP-DBLHPRP --- [           main] o.a.c.c.C.[.[.[/]                        : Initializing Spring embedded WebApplicationContext
2022-09-05 05:50:52.927  INFO DESKTOP-DBLHPRP --- [           main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 1395 ms
2022-09-05 05:50:53.056  INFO DESKTOP-DBLHPRP --- [           main] o.h.j.i.u.LogHelper                      : HHH000204: Processing PersistenceUnitInfo [name: default]
2022-09-05 05:50:53.097  INFO DESKTOP-DBLHPRP --- [           main] o.h.Version                              : HHH000412: Hibernate ORM core version 5.6.9.Final
2022-09-05 05:50:53.214  INFO DESKTOP-DBLHPRP --- [           main] o.h.a.c.Version                          : HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2022-09-05 05:50:53.291  INFO DESKTOP-DBLHPRP --- [           main] c.z.h.HikariDataSource                   : HikariPool-1 - Starting...
2022-09-05 05:50:53.532  INFO DESKTOP-DBLHPRP --- [           main] c.z.h.HikariDataSource                   : HikariPool-1 - Start completed.
2022-09-05 05:50:53.546  INFO DESKTOP-DBLHPRP --- [           main] o.h.d.Dialect                            : HHH000400: Using dialect: org.hibernate.dialect.PostgreSQL10Dialect
2022-09-05 05:50:54.305  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:50:54.306  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "addresses" does not exist, skipping
2022-09-05 05:50:54.306  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:50:54.307  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "announcement_images" does not exist, skipping
2022-09-05 05:50:54.307  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:50:54.308  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "announcements" does not exist, skipping
2022-09-05 05:50:54.308  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:50:54.308  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "announcements" does not exist, skipping
2022-09-05 05:50:54.309  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:50:54.310  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "announcements_guests" does not exist, skipping
2022-09-05 05:50:54.310  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:50:54.310  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "announcements_guests" does not exist, skipping
2022-09-05 05:50:54.311  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:50:54.311  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "bookings" does not exist, skipping
2022-09-05 05:50:54.311  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:50:54.312  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "bookings" does not exist, skipping
2022-09-05 05:50:54.312  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:50:54.312  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "feedback_images" does not exist, skipping
2022-09-05 05:50:54.313  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:50:54.313  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "feedbacks" does not exist, skipping
2022-09-05 05:50:54.313  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:50:54.314  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "feedbacks" does not exist, skipping
2022-09-05 05:50:54.314  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:50:54.314  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "user_bookmark_announcements" does not exist, skipping
2022-09-05 05:50:54.315  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:50:54.315  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "user_dis_liked_feedbacks" does not exist, skipping
2022-09-05 05:50:54.315  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:50:54.316  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "user_liked_announcements" does not exist, skipping
2022-09-05 05:50:54.316  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:50:54.316  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : relation "user_liked_feedbacks" does not exist, skipping
2022-09-05 05:50:54.317  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:50:54.317  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "addresses" does not exist, skipping
2022-09-05 05:50:54.317  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:50:54.318  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "announcement_images" does not exist, skipping
2022-09-05 05:50:54.318  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:50:54.318  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "announcements" does not exist, skipping
2022-09-05 05:50:54.319  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:50:54.319  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "announcements_guests" does not exist, skipping
2022-09-05 05:50:54.319  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:50:54.319  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "bookings" does not exist, skipping
2022-09-05 05:50:54.320  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:50:54.320  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "feedback_images" does not exist, skipping
2022-09-05 05:50:54.320  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:50:54.321  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "feedbacks" does not exist, skipping
2022-09-05 05:50:54.321  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:50:54.321  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "regions" does not exist, skipping
2022-09-05 05:50:54.321  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:50:54.322  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "user_bookmark_announcements" does not exist, skipping
2022-09-05 05:50:54.322  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : SQL Warning Code: 0, SQLState: 00000
2022-09-05 05:50:54.322  WARN DESKTOP-DBLHPRP --- [           main] o.h.e.j.s.SqlExceptionHelper             : table "user_dis_liked_feedbacks" does not exist, skipping
